country_code,country,province,city,population,latitude,longitude
CN,China,Heilongjiang,Mishan,80459,45.55038373,131.8800016
CN,China,Heilongjiang,Tieli,109228.5,46.95037579,128.0500028
CN,China,Heilongjiang,Shuangcheng,118525,45.35034426,126.2799816
CN,China,Heilongjiang,Zhaodong,167193,46.08042889,125.98
CN,China,Heilongjiang,Lanxi,67011,46.2663607,126.2759509
CN,China,Heilongjiang,Keshan,72403,48.02633079,125.8659501
CN,China,Heilongjiang,Nancha,104570.5,47.13635927,129.285948
CN,China,Heilongjiang,Xinqing,42617.5,48.23634381,129.5059346
CN,China,Heilongjiang,Hulin,42559,45.76902671,132.9922334
CN,China,Heilongjiang,Boli,83317,45.75636599,130.5759468
CN,China,Heilongjiang,Ningan,54636,44.33133669,129.4659371
CN,China,Gansu,Jyekundo,16500,33.01662681,96.73330969
CN,China,Guangxi,Liuzhou,1436030.5,24.28000246,109.2500134
CN,China,Guizhou,Xingyi,539536,25.09041811,104.8900211
CN,China,Guizhou,Anshun,600468,26.25039899,105.9300093
CN,China,Guizhou,Zunyi,657646,27.70002626,106.9200264
CN,China,Chongqing,Wanxian,1680000,30.81999086,108.4000394
CN,China,Anhui,Huaibei,908019.5,33.95036826,116.7500207
CN,China,Anhui,Wuhu,658762,31.3504236,118.3699735
CN,China,Anhui,Luan,1408227.5,31.75034751,116.4800114
CN,China,Anhui,Bengbu,735324,32.94999005,117.330037
CN,China,Anhui,Anqing,469579,30.49995872,117.0500024
CN,China,Guangdong,Foshan,785174,23.03005292,113.1200097
CN,China,Xizang,Nagchu,2250,31.48000226,92.05002966
CN,China,Xizang,Nyingchi,55,29.53329938,94.41670691
CN,China,Xizang,Chamdo,93140,31.16668805,97.23327917
CN,China,Xinjiang Uygur,Korla,192919,41.72999676,86.15002803
CN,China,Xinjiang Uygur,Kuqa,89802,41.72774884,82.93637406
CN,China,Xinjiang Uygur,Tacheng,49796,46.75002626,82.95001664
CN,China,Xinjiang Uygur,Shihezi,572977,44.29996909,86.02993201
CN,China,Xinjiang Uygur,Karamay,108769,45.58994204,84.8599259
CN,China,Xinjiang Uygur,Aksu,309704.5,41.15000633,80.25002641
CN,China,Hainan,Sanya,253721,18.25910454,109.5040317
CN,China,Hainan,Haikou,1606808.5,20.05000226,110.3200256
CN,China,Shaanxi,Hanzhong,145986,33.12997906,107.0299939
CN,China,Shaanxi,Baoji,800000,34.38000612,107.1499865
CN,China,Shaanxi,Tongchuan,252930.5,35.07998924,109.0299751
CN,China,Shanxi,Linfen,533283,36.08034161,111.520004
CN,China,Shanxi,Yuci,537964.5,37.68039899,112.7300077
CN,China,Shanxi,Datong,1462839,40.08001996,113.2999987
CN,China,Hubei,Jianmen,937875,30.65005292,113.1600073
CN,China,Hubei,Yichang,675862.5,30.69997235,111.2800187
CN,China,Hubei,Xiantao,897703,30.3704059,113.4400419
CN,China,Hubei,Macheng,126366,31.17999473,115.0300223
CN,China,Hubei,Huangshi,688090,30.22000165,115.0999922
CN,China,Hunan,Zhuzhou,894679,27.82999249,113.1500337
CN,China,Hunan,Yongzhou,700180.5,26.23037437,111.6199979
CN,China,Hunan,Yiyang,777304,28.60041058,112.3300321
CN,China,Hunan,Changde,993390,29.02999676,111.6800459
CN,China,Hunan,Shaoyang,45617,26.99999147,111.2000752
CN,China,Sichuan,Leshan,655738.5,29.56709576,103.7333475
CN,China,Sichuan,Panzhihua,446298,26.5499931,101.7300073
CN,China,Sichuan,Fulin,1049,29.35000307,102.7167171
CN,China,Sichuan,Guangyuan,325400,32.42999595,105.870013
CN,China,Sichuan,Luzhou,1537000,28.87998008,105.380017
CN,China,Sichuan,Yibin,572055.5,28.7699868,104.5700406
CN,China,Yunnan,Zhaotang,459200,27.32038535,103.720015
CN,China,Yunnan,Lijiang,18445,26.80000368,100.2665824
CN,China,Yunnan,Yuxi,250077,24.37999636,102.5700077
CN,China,Yunnan,Dali,145362.5,25.70001914,100.1799727
CN,China,Hebei,Qinhuangdao,881359,39.93036501,119.6200264
CN,China,Hebei,Langfang,694465.5,39.5203642,116.6799991
CN,China,Hebei,Zhangjiakou,802820.5,40.83000002,114.9299768
CN,China,Hebei,Tangshan,1737974.5,39.62433718,118.194377
CN,China,Henan,Anyang,834064.5,36.07997988,114.3500122
CN,China,Henan,Jiaozuo,687270,35.2500047,113.2200036
CN,China,Henan,Kaifeng,872000,34.85000327,114.3500122
CN,China,Henan,Shangqiu,967109,34.45041526,115.6500362
CN,China,Henan,Pingdingshan,849000,33.73040753,113.2999987
CN,China,Henan,Xinyang,1411944,32.130376,114.0699776
CN,China,Henan,Xinxiang,823300.5,35.32043968,113.8699898
CN,China,Henan,Luoyang,1552790.5,34.67998781,112.4700752
CN,China,Liaoning,Liaoyang,740945,41.27999839,123.1800158
CN,China,Liaoning,Dandong,750986.5,40.14360781,124.3935852
CN,China,Liaoning,Yingkow,693079.5,40.67034568,122.2800191
CN,China,Liaoning,Jinzhou,780134.5,41.12036989,121.1000394
CN,China,Liaoning,Fuxin,729525,42.0104706,121.6600052
CN,China,Liaoning,Benxi,923933,41.33038291,123.7500069
CN,China,Liaoning,Fushun,1435323,41.86538902,123.8699996
CN,China,Shandong,Jining,818163.5,35.40040895,116.5500329
CN,China,Shandong,Weifang,973866,36.7204059,119.1001098
CN,China,Shandong,Taian,1629000,36.19999839,117.1200756
CN,China,Shandong,Heze,796301,35.22998008,115.4500484
CN,China,Shandong,Laiyang,209797,36.9684011,120.7084354
CN,China,Jiangxi,Xinyu,505240,27.80002016,114.9299768
CN,China,Jiangxi,Ganzhou,1216134.5,25.91997988,114.9500272
CN,China,Jiangxi,Jiujiang,545616,29.72997988,115.9800419
CN,China,Jiangsu,Changzhou,1138009,31.77998395,119.9699792
CN,China,Jiangsu,Zhenjiang,743276,32.21998293,119.4300122
CN,China,Jiangsu,Nantong,806625.5,32.0303821,120.8250175
CN,China,Zhejiang,Jiaxing,727050.5,30.77040733,120.7499833
CN,China,Zhejiang,Huzhou,694660,30.87037539,120.0999971
CN,China,Zhejiang,Shaoxing,599141.5,30.00037681,120.5700459
CN,China,Zhejiang,Jinhua,617529,29.12004295,119.6499987
CN,China,Jilin,Liaoyuan,485898.5,42.89997703,125.1299743
CN,China,Jilin,Tumen,89220,42.9699986,129.8200756
CN,China,Jilin,Siping,528811,43.17001223,124.3300232
CN,China,Jilin,Baicheng,351915.5,45.62001772,122.8200378
CN,China,Nei Mongol,Wuhai,218427,39.66469647,106.8122294
CN,China,Nei Mongol,Erenhot,19357,43.66155845,111.9654549
CN,China,Nei Mongol,Jining,270236.5,41.02998781,113.0800122
CN,China,Nei Mongol,Arxan,32023,47.18330731,119.9666202
CN,China,Nei Mongol,Manzhouli,74214,49.59998151,117.4299792
CN,China,Nei Mongol,Xilinhot,116156.5,43.94433189,116.0443274
CN,China,Heilongjiang,Heihe,54923,50.25001935,127.4460087
CN,China,Heilongjiang,Qitaihe,397825,45.7999809,130.8500386
CN,China,Heilongjiang,Yichun,443111.5,47.69994244,128.8999768
CN,China,Heilongjiang,Hegang,657833.5,47.40001243,130.3700162
CN,China,Heilongjiang,Nenjiang,79685,49.1799813,125.2300199
CN,China,Heilongjiang,Nehe,74937.5,48.48999758,124.8800154
CN,China,Heilongjiang,Mudangiang,954957.5,44.57501691,129.5900122
CN,China,Anhui,Xuanzhou,866000,30.9525,118.7552778
CN,China,Guangdong,Zhuhai,1023000,22.2769444,113.5677778
CN,China,Shaanxi,Xianyang,1126000,34.3455556,108.7147222
CN,China,Hubei,Xiangfan,765978,32.01999514,112.1300443
CN,China,Sichuan,Suining,1425000,30.5333333,105.5333333
CN,China,Liaoning,Lingyuan,806000,41.24,119.4011111
CN,China,Shandong,Weihai,356425,37.49997072,122.0999784
CN,China,Jiangxi,Yichun,982000,27.8333333,114.4
CN,China,Jiangsu,Yancheng,839000,33.3855556,120.1252778
CN,China,Zhejiang,Fuyang,771000,30.0533333,119.9519444
CN,China,Fujian,Xiamen,1548668.5,24.44999208,118.080017
CN,China,Sichuan,Nanchong,2174000,30.78043256,106.1299971
CN,China,Sichuan,Neijiang,1006427,29.58037661,105.0500114
CN,China,Henan,Nanyang,1097766,33.00040041,112.5300199
CN,China,Liaoning,Jinxi,1369623.5,40.7503408,120.8299784
CN,China,Shandong,Yantai,1417666,37.53040814,121.4000211
CN,China,Shandong,Zaozhuang,1164332.5,34.88000144,117.5700223
CN,China,Jiangsu,Suzhou,1496545.5,31.30047833,120.620017
CN,China,Jiangsu,Xuzhou,1645096.5,34.28001223,117.1800203
CN,China,Jiangsu,Wuxi,1428823.5,31.57999615,120.2999849
CN,China,Jilin,Jilin,2138988.5,43.84997072,126.5500427
CN,China,Gansu,Zhangye,163478,38.9299868,100.4500337
CN,China,Gansu,Wuwei,493092,37.92800661,102.6410111
CN,China,Gansu,Dunhuang,139225,40.14267763,94.66201493
CN,China,Gansu,Tianshui,649883.5,34.60001853,105.9199841
CN,China,Gansu,Dulan,50,36.16658958,98.26660111
CN,China,Gansu,Golmud,107092,36.416626,94.88334509
CN,China,Guangxi,Yulin,637742.5,22.62997398,110.1500101
CN,China,Guangxi,Bose,132942.5,23.8997156,106.6133268
CN,China,Guangxi,Wuzhou,354080.5,23.48002545,111.3200162
CN,China,Guizhou,Lupanshui,886256,26.59443483,104.8333321
CN,China,Fujian,Quanzhou,823571.5,24.9000163,118.5799865
CN,China,Anhui,Hefei,1711952,31.85003135,117.2800142
CN,China,Anhui,Suzhou,1964000,33.6361111,116.9788889
CN,China,Guangdong,Zhanjiang,1113895,21.19998374,110.3800219
CN,China,Guangdong,Shaoguan,674507.5,24.79997072,113.5799816
CN,China,Xizang,Xigaze,59314.5,29.25000917,88.88334957
CN,China,Xinjiang Uygur,Shache,282391.5,38.42614158,77.25000281
CN,China,Xinjiang Uygur,Yining,403489,43.90001935,81.35001094
CN,China,Xinjiang Uygur,Altay,140670.5,47.86659894,88.11662634
CN,China,Ningxia Hui,Shizuishan,109824,39.23327578,106.7690279
CN,China,Shaanxi,Yulin,123415,38.28330792,109.7332914
CN,China,Shaanxi,Ankang,1025000,32.67998069,109.0200016
CN,China,Shanxi,Houma,102400,35.61998212,111.2099971
CN,China,Hunan,Yueyang,826000,29.38005292,113.1000109
CN,China,Hunan,Hengyang,887801,26.88002464,112.5900162
CN,China,Sichuan,Mianyang,830068,31.46997703,104.7699768
CN,China,Sichuan,Xichang,253390,27.88001528,102.2999983
CN,China,Yunnan,Baoshan,925000,25.11997703,99.15000972
CN,China,Yunnan,Gejiu,142620,23.37997988,103.1500756
CN,China,Hebei,Shijianzhuang,2204737,38.05001467,114.4799784
CN,China,Hebei,Handan,1494659,36.5799752,114.4799784
CN,China,Liaoning,Anshan,1419137.5,41.11502138,122.9400305
CN,China,Liaoning,Dalian,2601153.5,38.92283839,121.6298308
CN,China,Shandong,Qingdao,2254122.5,36.08997927,120.3300089
CN,China,Shandong,Linyi,1176334.5,35.07998924,118.329976
CN,China,Jiangsu,Huaiyin,909615,33.58000327,119.0299849
CN,China,Zhejiang,Wenzhou,1607836,28.0199809,120.6500927
CN,China,Zhejiang,Ningbo,1321433.5,29.87997072,121.5500378
CN,China,Nei Mongol,Tongliao,572555,43.61995892,122.2699939
CN,China,Nei Mongol,Hohhot,1250238.5,40.81997479,111.6599955
CN,China,Nei Mongol,Chifeng,811827,42.27001548,118.9499898
CN,China,Nei Mongol,Ulanhot,203870,46.08001548,122.0800313
CN,China,Nei Mongol,Hailar,221118.5,49.19998008,119.7000215
CN,China,Heilongjiang,Jiamusi,784774.5,46.83002138,130.3500175
CN,China,Heilongjiang,Beian,154936,48.23900515,126.4820365
CN,China,Heilongjiang,Daqing,948244,46.57995913,125.0000081
CN,China,Heilongjiang,Jixi,684379.5,45.29995974,130.9700313
CN,China,Gansu,Jiayuguan,135337.5,39.82000999,98.29998409
CN,China,Gansu,Xining,907765.5,36.6199986,101.7700048
CN,China,Guangxi,Guilin,818176,25.2799931,110.280028
CN,China,Anhui,Huainan,1239327.5,32.62998374,116.9799808
CN,China,Guangdong,Shantou,1467486.5,23.37000633,116.6700256
CN,China,Xizang,Lhasa,169160,29.64502382,91.10001013
CN,China,Xinjiang Uygur,Hami,218960,42.82698407,93.51500484
CN,China,Xinjiang Uygur,Hotan,187865,37.09971092,79.92694535
CN,China,Xinjiang Uygur,Kashi,472069.5,39.47633588,75.9699259
CN,China,Ningxia Hui,Yinchuan,657614,38.46797365,106.2730375
CN,China,Jiangxi,Pingxiang,666561.5,27.62000531,113.8500427
CN,China,Heilongjiang,Qiqihar,1261682,47.34497703,123.9899922
CN,China,Guangdong,Shenzhen,4291796,22.55237051,114.1221231
CN,China,Shandong,Zibo,1865385,36.79998761,118.049993
CN,China,Gansu,Lanzhou,2282609,36.05602785,103.7920003
CN,China,Guangxi,Nanning,1485394,22.81998822,108.3200443
CN,China,Guizhou,Guiyang,2416816.5,26.58004295,106.7200386
CN,China,Chongqing,Chongqing,5214014,29.56497703,106.5949816
CN,China,Fujian,Fuzhou,1892860,26.07999595,119.3000459
CN,China,Guangdong,Guangzhou,5990912.5,23.1449813,113.3250101
CN,China,Guangdong,Dongguan,4528000,23.0488889,113.7447222
CN,China,Shaanxi,Xian,3617406,34.27502545,108.8949963
CN,China,Shanxi,Taiyuan,2817737.5,37.87501243,112.5450577
CN,China,Hubei,Wuhan,5713603,30.58003135,114.270017
CN,China,Hunan,Changsha,2338969,28.19996991,112.969993
CN,China,Yunnan,Kunming,1977337,25.06998008,102.6799751
CN,China,Henan,Zhengzhou,2325062.5,34.75499615,113.6650927
CN,China,Liaoning,Shenyeng,4149596,41.80497927,123.4499735
CN,China,Shandong,Jinan,2433633,36.67498232,116.9950187
CN,China,Tianjin,Tianjin,5473103.5,39.13002626,117.2000191
CN,China,Jiangxi,Nanchang,2110675.5,28.67999229,115.8799963
CN,China,Jiangsu,Nanjing,3383005,32.05001914,118.7799743
CN,China,Zhejiang,Hangzhou,2442564.5,30.24997398,120.1700187
CN,China,Jilin,Changchun,2860210.5,43.86500856,125.3399873
CN,China,Nei Mongol,Baotou,1229664.5,40.65220725,109.8220198
CN,China,Heilongjiang,Harbin,3425441.5,45.74998395,126.6499849
CN,China,Xinjiang Uygur,Urumqi,1829612.5,43.80501223,87.57500565
CN,China,Sichuan,Chengdu,4036718.5,30.67000002,104.0700195
CN,China,Beijing,Beijing,9293300.5,39.92889223,116.3882857
CN,China,Shanghai,Shanghai,14797756,31.21645245,121.4365047
CO,Colombia,Casanare,Yopal,61029,5.346999095,-72.4059986
CO,Colombia,,San Andres,58257,12.56213711,-81.69032658
CO,Colombia,Antioquia,Sonson,18024.5,5.716613585,-75.31662785
CO,Colombia,Boyacá,Sogamoso,120071.5,5.719998392,-72.94000289
CO,Colombia,Santander,Barrancabermeja,177802,7.089992288,-73.84999903
CO,Colombia,Cundinamarca,Girardot,121830.5,4.310006937,-74.80999211
CO,Colombia,Huila,Campoalegre,17058.5,2.690002461,-75.33001205
CO,Colombia,Nariño,Tuquerres,27081.5,1.089996764,-77.61994979
CO,Colombia,Putumayo,Mocoa,22035,1.149993102,-76.62998438
CO,Colombia,Valle del Cauca,Cartago,123170,4.749980081,-75.91002832
CO,Colombia,Atlántico,Soledad,520704,10.92001691,-74.76999455
CO,Colombia,Atlántico,Sabanalarga,65781,10.63998232,-74.91998539
CO,Colombia,Bolívar,Arjona,47225,10.26003135,-75.34998499
CO,Colombia,Bolívar,Magangue,94912,9.229990864,-74.74002222
CO,Colombia,Cesar,Valledupar,297627.5,10.47999208,-73.25000981
CO,Colombia,Meta,San Jose del Guaviare,21675,2.569983947,-72.63999536
CO,Colombia,Meta,Puerto Lopez,12163.5,4.089994526,-72.96002751
CO,Colombia,Antioquia,Yarumal,35315,7.030590229,-75.5904871
CO,Colombia,Antioquia,Puerto Berrio,33194,6.480442931,-74.42001591
CO,Colombia,Antioquia,Turbo,42257.5,8.100369892,-76.73997766
CO,Colombia,Boyacá,Tunja,139445.5,5.550448017,-73.37002832
CO,Colombia,Boyacá,Chiquinquira,49634.5,5.620392068,-73.81994918
CO,Colombia,Boyacá,Duitama,96598,5.830456766,-73.02004968
CO,Colombia,Córdoba,Ayapel,23120.5,8.330407531,-75.15002303
CO,Colombia,Córdoba,Lorica,46688,9.241850605,-75.81600305
CO,Colombia,Santander,Socorro,21323.5,6.460340799,-73.26998275
CO,Colombia,La Guajira,Riohacha,112808.5,11.5403408,-72.90997888
CO,Colombia,Quindío,Armenia,314797.5,4.534282653,-75.68112757
CO,Colombia,Risaralda,Pereira,504434,4.81038983,-75.67999068
CO,Colombia,Tolima,Honda,31813.5,5.190340799,-74.74999577
CO,Colombia,Caquetá,San Vicente del Caguan,1250,2.070376199,-74.64002832
CO,Colombia,Caquetá,Florencia,87599,1.610404275,-75.61999435
CO,Colombia,Cauca,Guapi,13853,2.560397968,-77.85998682
CO,Colombia,Huila,Neiva,318566,2.931047179,-75.33024459
CO,Colombia,Huila,Garzon,43027,2.210393493,-75.64996668
CO,Colombia,Nariño,Ipiales,93673.5,0.830374368,-77.64999964
CO,Colombia,Valle del Cauca,Buenaventura,246596,3.872402425,-77.05045329
CO,Colombia,Valle del Cauca,Tulua,164281.5,4.090382099,-76.21001001
CO,Colombia,Bolívar,El Carmen de Bolivar,54468.5,9.720374368,-75.12999841
CO,Colombia,Chocó,Jurado,2351,7.121747456,-77.75640141
CO,Colombia,Chocó,Nuqui,1487,5.685180092,-77.27454844
CO,Colombia,Chocó,Quibdo,83942,5.690413634,-76.66000838
CO,Colombia,Magdalena,El Banco,39628.5,9.000340799,-73.98001693
CO,Colombia,Magdalena,Cienaga,109741,11.01039899,-74.25000045
CO,Colombia,Sucre,Sincelejo,239787.5,9.290426452,-75.37995732
CO,Colombia,Sucre,Tolu,19719.5,9.535837829,-75.57203862
CO,Colombia,Arauca,Arauca,46530.5,7.090664082,-70.76163456
CO,Colombia,Arauca,Tame,25030,6.460340799,-71.74002446
CO,Colombia,Norte de Santander,Pamplona,52917,7.390387389,-72.66001998
CO,Colombia,Norte de Santander,Ocana,83401.5,8.240413024,-73.3500037
CO,Colombia,Casanare,Orocue,2126.5,4.794551004,-71.34002303
CO,Colombia,Guainía,Obando,8181.5,3.854039936,-67.90609827
CO,Colombia,Meta,San Martin,12304,3.690406513,-73.68998295
CO,Colombia,Vichada,Puerto Carreno,8038.5,6.185034606,-67.49302271
CO,Colombia,Antioquia,Bello,456304.5,6.329986998,-75.5699974
CO,Colombia,Córdoba,Monteria,273809,8.757539082,-75.8900037
CO,Colombia,Santander,Bucaramanga,790410,7.1300932,-73.12588302
CO,Colombia,Tolima,Ibague,415156,4.438913797,-75.2322144
CO,Colombia,Cauca,Popayan,258750,2.419993102,-76.61001144
CO,Colombia,Magdalena,Santa Marta,417211,11.24720624,-74.20165715
CO,Colombia,Norte de Santander,Cucuta,721772,7.920019144,-72.51997685
CO,Colombia,Meta,Villavicencio,348240,4.153323994,-73.63499923
CO,Colombia,Nariño,Tumaco,86713,1.809978657,-78.80998051
CO,Colombia,Caldas,Manizales,366831,5.059986998,-75.52000045
CO,Colombia,Nariño,Pasto,371138.5,1.21360679,-77.28110742
CO,Colombia,Atlántico,Barranquilla,1521245.5,10.95998863,-74.79996688
CO,Colombia,Bolívar,Cartagena,887000,10.39973859,-75.51439356
CO,Colombia,Vaupés,Mitu,5917,1.198310566,-70.17360844
CO,Colombia,Amazonas,Leticia,46012.5,-4.220015036,-69.93997929
CO,Colombia,Antioquia,Medellin,2648489.5,6.275003274,-75.57501001
CO,Colombia,Valle del Cauca,Cali,2216418,3.399959126,-76.49996647
CO,Colombia,Bogota,Bogota,7052830.5,4.596423563,-74.08334396
KM,Comoros,,Moroni,85785,-11.7041577,43.2402441
CG,Congo (Brazzaville),Bouenza,Madingou,22760,-4.164002942,13.55400049
CG,Congo (Brazzaville),Pool,Kinkala,13882,-4.355999897,14.76199861
CG,Congo (Brazzaville),Cuvette-Ouest,Ewo,7786.5,-0.879598776,14.82001501
CG,Congo (Brazzaville),Likouala,Impfondo,20859,1.640376606,18.04002519
CG,Congo (Brazzaville),Sangha,Sembe,6396,1.640376606,14.58002966
CG,Congo (Brazzaville),Sangha,Moloundou,12244,2.033737609,15.21668331
CG,Congo (Brazzaville),Cuvette,Owando,29011,-0.47962319,15.91999955
CG,Congo (Brazzaville),Cuvette,Makoua,10335,-0.009574362,15.64001664
CG,Congo (Brazzaville),Lékoumou,Sibiti,20950,-3.689608135,13.35002722
CG,Congo (Brazzaville),Niari,Mossendjo,24583.5,-2.939628073,12.71998816
CG,Congo (Brazzaville),Niari,Loubomo,97929.5,-4.179604066,12.67001705
CG,Congo (Brazzaville),Plateaux,Gamboma,20877,-1.879486065,15.85002966
CG,Congo (Brazzaville),Plateaux,Djambala,9650.5,-2.539600811,14.74999345
CG,Congo (Brazzaville),Sangha,Ouesso,26117.5,1.609990864,16.05001745
CG,Congo (Brazzaville),Bouenza,Kayes,60629,-4.180017478,13.28000565
CG,Congo (Brazzaville),Kouilou,Pointe-Noire,602440.5,-4.770007305,11.88003943
CG,Congo (Brazzaville),Pool,Brazzaville,1259445,-4.259185772,15.28468949
CD,Congo (Kinshasa),Nord-Kivu,Buluko,1192,-0.756998889,28.52800254
CD,Congo (Kinshasa),Équateur,Zongo,17667,4.330341613,18.61502885
CD,Congo (Kinshasa),Équateur,Libenge,17402,3.660434183,18.61998979
CD,Congo (Kinshasa),Équateur,Bongandanga,2896,1.510358703,21.05002234
CD,Congo (Kinshasa),Équateur,Ikela,291,-1.182939434,23.26657955
CD,Congo (Kinshasa),Équateur,Binga,64639,2.383406188,20.41998328
CD,Congo (Kinshasa),Équateur,Basankusu,52216,1.233708922,19.80002112
CD,Congo (Kinshasa),Équateur,Boende,24679.5,-0.219587383,20.8600081
CD,Congo (Kinshasa),Équateur,Gbadolite,35197,4.290369892,21.01994665
CD,Congo (Kinshasa),Équateur,Businga,31583,3.340376199,20.86998165
CD,Congo (Kinshasa),Équateur,Bosobolo,8968.5,4.190375996,19.88001623
CD,Congo (Kinshasa),Orientale,Yangambi,18035.5,0.77037803,24.43002274
CD,Congo (Kinshasa),Orientale,Aketi,46881,2.740464497,23.7799849
CD,Congo (Kinshasa),Orientale,Mongbwalu,2819,1.9504352,30.0332983
CD,Congo (Kinshasa),Orientale,Bafwasende,149,1.083847269,27.26659379
CD,Congo (Kinshasa),Orientale,Bunia,61537,1.560407327,30.24000403
CD,Congo (Kinshasa),Orientale,Wamba,82122,2.140423603,27.98996049
CD,Congo (Kinshasa),Orientale,Basoko,22953,1.240426858,23.59002234
CD,Congo (Kinshasa),Bandundu,Kenge,241,-4.829590231,16.89993974
CD,Congo (Kinshasa),Bandundu,Bolobo,22605.5,-2.159520651,16.23998002
CD,Congo (Kinshasa),Bandundu,Kahemba,45644.5,-7.282928855,19.00001827
CD,Congo (Kinshasa),Bandundu,Bulungu,42310.5,-4.549607321,18.59999101
CD,Congo (Kinshasa),Bandundu,Lusanga,177,-5.582929261,16.51665564
CD,Congo (Kinshasa),Bandundu,Mangai,19946,-4.039612611,19.53001176
CD,Congo (Kinshasa),Bandundu,Kasongo-Lunda,18748,-6.479618715,16.82996985
CD,Congo (Kinshasa),Bandundu,Mushie,24013.5,-3.01962319,16.92004187
CD,Congo (Kinshasa),Kasaï-Occidental,Dibaya,603,-6.509539369,22.87001461
CD,Congo (Kinshasa),Kasaï-Occidental,Mweka,45222,-4.839615459,21.5699906
CD,Congo (Kinshasa),Kasaï-Occidental,Luebo,17682.5,-5.349506817,21.41000036
CD,Congo (Kinshasa),Kasaï-Occidental,Demba,17008.5,-5.509600404,22.25997432
CD,Congo (Kinshasa),Kasaï-Occidental,Ilebo,71125.5,-4.319595521,20.60999752
CD,Congo (Kinshasa),Bas-Congo,Moanda,153915,-5.922908509,12.35499752
CD,Congo (Kinshasa),Bas-Congo,Kimpese,10578,-5.549597963,14.43332027
CD,Congo (Kinshasa),Bas-Congo,Kasangulu,22645,-4.579579652,15.17999304
CD,Congo (Kinshasa),Bas-Congo,Mbanza-Ngungu,141950.5,-5.249616273,14.86001257
CD,Congo (Kinshasa),Bas-Congo,Tshela,19896,-4.969581687,12.93000118
CD,Congo (Kinshasa),Sud-Kivu,Mwenga,2216,-3.038226706,28.43251745
CD,Congo (Kinshasa),Maniema,Kampene,19719.5,-3.599536114,26.67004106
CD,Congo (Kinshasa),Maniema,Kalima,194,-2.509576804,26.43000403
CD,Congo (Kinshasa),Maniema,Lubutu,1313,-0.732889385,26.583328
CD,Congo (Kinshasa),Kasaï-Oriental,Kabinda,37366,-6.129614239,24.47999385
CD,Congo (Kinshasa),Kasaï-Oriental,Lubao,26142.5,-5.389556052,25.74999385
CD,Congo (Kinshasa),Kasaï-Oriental,Lusambo,26803,-4.969581687,23.4300321
CD,Congo (Kinshasa),Kasaï-Oriental,Gandajika,105769.5,-6.739602845,23.96002559
CD,Congo (Kinshasa),Kasaï-Oriental,Lodja,68244,-3.489620342,23.42000688
CD,Congo (Kinshasa),Katanga,Dilolo,7854,-10.69961953,22.33330318
CD,Congo (Kinshasa),Katanga,Nyunzu,15397,-5.949573549,28.0166772
CD,Congo (Kinshasa),Katanga,Kasaji,11969,-10.36620319,23.44997921
CD,Congo (Kinshasa),Katanga,Luanza,861,-8.699586569,28.69999467
CD,Congo (Kinshasa),Katanga,Moba,10006,-7.059583314,29.71998409
CD,Congo (Kinshasa),Katanga,Bukama,20900.5,-9.20958128,25.8400142
CD,Congo (Kinshasa),Katanga,Kaniama,32946.5,-7.569629701,24.17003861
CD,Congo (Kinshasa),Katanga,Kipushi,87839.5,-11.75960651,27.25000565
CD,Congo (Kinshasa),Katanga,Kambove,18934.5,-10.86958331,26.60001949
CD,Congo (Kinshasa),Katanga,Kongolo,68572.5,-5.379479147,26.9799963
CD,Congo (Kinshasa),Katanga,Kabalo,21851,-6.049619121,26.91002641
CD,Congo (Kinshasa),Nord-Kivu,Beni,211275.5,0.490446797,29.45002641
CD,Congo (Kinshasa),Équateur,Lisala,64270,2.140010192,21.50999426
CD,Congo (Kinshasa),Équateur,Gemena,157847.5,3.260019347,19.76999711
CD,Congo (Kinshasa),Orientale,Buta,44195,2.819994526,24.74002966
CD,Congo (Kinshasa),Orientale,Watsa,17721.5,3.040006937,29.52996985
CD,Congo (Kinshasa),Orientale,Isiro,142136,2.75997235,27.62000891
CD,Congo (Kinshasa),Orientale,Bondo,20688.5,3.809959939,23.67001745
CD,Congo (Kinshasa),Bandundu,Inongo,30181,-1.939999167,18.28001054
CD,Congo (Kinshasa),Kasaï-Occidental,Tshikapa,201256.5,-6.409958884,20.77003943
CD,Congo (Kinshasa),Bas-Congo,Boma,178638,-5.829994284,13.04999385
CD,Congo (Kinshasa),Sud-Kivu,Bukavu,331084,-2.509990215,28.8400378
CD,Congo (Kinshasa),Sud-Kivu,Uvira,164353,-3.369989401,29.14001949
CD,Congo (Kinshasa),Maniema,Kindu,199306,-2.963915996,25.90998409
CD,Congo (Kinshasa),Kasaï-Oriental,Mwene-Ditu,153328.5,-7.000000388,23.44000565
CD,Congo (Kinshasa),Katanga,Likasi,428411,-10.9700423,26.7800085
CD,Congo (Kinshasa),Katanga,Manono,46111,-7.300033754,27.44999345
CD,Congo (Kinshasa),Katanga,Kamina,101180,-8.730023988,25.00998734
CD,Congo (Kinshasa),Équateur,Mbandaka,229590.5,0.040035013,18.26001176
CD,Congo (Kinshasa),Orientale,Kisangani,558814,0.520005716,25.22000036
CD,Congo (Kinshasa),Bandundu,Bandundu,107997.5,-3.309993063,17.37996212
CD,Congo (Kinshasa),Kasaï-Occidental,Kananga,614273,-5.890042299,22.40001745
CD,Congo (Kinshasa),Maniema,Kasongo,59059,-4.450026836,26.66001583
