country_code,country,province,city,population,latitude,longitude
AF,Afghanistan,Badghis,Qal eh-ye,2997,34.98300013,63.13329964
AF,Afghanistan,Ghor,Chaghcharan,15000,34.5167011,65.25000063
AF,Afghanistan,Hilmand,Lashkar Gah,201546,31.58299802,64.35999955
AF,Afghanistan,Nimroz,Zaranj,49851,31.11200108,61.88699752
AF,Afghanistan,Uruzgan,Tarin Kowt,10000,32.63329815,65.86669865
AF,Afghanistan,Paktika,Zareh Sharan,13737,32.85000016,68.41670453
AF,Afghanistan,Kunar,Asadabad,48400,34.86600004,71.15000459
AF,Afghanistan,Takhar,Taloqan,64256,36.72999904,69.54000364
AF,Afghanistan,Kapisa,Mahmud-E Eraqi,7407,35.01669608,69.33330065
AF,Afghanistan,Laghman,Mehtar Lam,17345,34.65000001,70.16670052
AF,Afghanistan,Logar,Baraki Barak,22305,33.9667021,68.96670354
AF,Afghanistan,Samangan,Aybak,24000,36.26100015,68.04000051
AF,Afghanistan,Wardak,Mayda Shahr,35008,34.45000209,68.79999663
AF,Afghanistan,Hirat,Karokh,14388.5,34.48676963,62.59177608
AF,Afghanistan,Jawzjan,Sheberghan,74441,36.65798077,65.73830237
AF,Afghanistan,Baghlan,Pol-e Khomri,41029,35.95107302,68.70111894
AF,Afghanistan,Balkh,Balkh,147426,36.75011985,66.89973018
AF,Afghanistan,Faryab,Meymaneh,199795,35.93022158,64.77009273
AF,Afghanistan,Faryab,Andkhvoy,50469,36.93165916,65.10149369
AF,Afghanistan,Zabul,Qalat,12191,32.11226341,66.8867594
AF,Afghanistan,Ghazni,Ghazni,129892.5,33.56331179,68.41782873
AF,Afghanistan,Badakhshan,Feyzabad,52490,37.12976076,70.57924719
AF,Afghanistan,Kunduz,Kondoz,210855.5,36.72795066,68.87252966
AF,Afghanistan,Nangarhar,Jalalabad,401697,34.44152692,70.43610347
AF,Afghanistan,Parwan,Charikar,53676,35.01826174,69.16791215
AF,Afghanistan,Paktya,Gardiz,82680.5,33.60005373,69.21462764
AF,Afghanistan,Bamyan,Bamian,61863,34.82106447,67.52103593
AF,Afghanistan,Baghlan,Baghlan,163598.5,36.13933026,68.69925858
AF,Afghanistan,Farah,Farah,58604,32.39172955,62.09681921
AF,Afghanistan,Hirat,Herat,439232.5,34.33000917,62.16999304
AF,Afghanistan,Balkh,Mazar-e Sharif,365432.5,36.69999371,67.10002803
AF,Afghanistan,Kandahar,Kandahar,613871,31.61002016,65.69494584
AF,Afghanistan,Kabul,Kabul,3160266,34.51669029,69.18326005
AX,Aland,Finström,Mariehamn,10682,60.09699618,19.94900447
AL,Albania,Durrës,Kruje,21286,41.51899817,19.79700359
AL,Albania,Fier,Fier,69747.5,40.73000402,19.5730026
AL,Albania,Fier,Lushnje,41469,40.94000113,19.71600348
AL,Albania,Shkodër,Puke,6495,42.03330302,19.88330448
AL,Albania,Kukës,Bajram Curri,7967,42.33330007,20.08330257
AL,Albania,Kukës,Kukes,17832,42.08300107,20.43399653
AL,Albania,Vlorë,Sarande,15147,39.87700212,19.99999859
AL,Albania,Korçë,Erseke,7890,40.33330213,20.68329651
AL,Albania,Korçë,Pogradec,35000,40.89999612,20.66400062
AL,Albania,Korçë,Korce,58259,40.61667601,20.76666353
AL,Albania,Berat,Berat,46866,40.70999705,19.97199958
AL,Albania,Berat,Corovode,14046,40.51670403,20.23329663
AL,Albania,Elbasan,Gramsh,11556,40.86669601,20.19999652
AL,Albania,Elbasan,Librazhd,12691,41.20000211,20.3667036
AL,Albania,Gjirokastër,Tepelene,11955,40.2832981,20.03329854
AL,Albania,Gjirokastër,Permet,10686,40.23399605,20.35199756
AL,Albania,Gjirokastër,Gjirokaster,23437,40.07899809,20.14900256
AL,Albania,Dibër,Peshkopi,14848,41.6833021,20.43330349
AL,Albania,Dibër,Burrel,15405,41.62599908,20.01600053
AL,Albania,Lezhë,Lezhe,18695,41.78799914,19.65400254
AL,Albania,Lezhë,Rreshen,10064,41.78330106,19.81670459
AL,Albania,Vlorë,Vlore,89508.5,40.47736005,19.49823075
AL,Albania,Elbasan,Elbasan,132956.5,41.12150677,20.08382808
AL,Albania,Durrës,Durres,132233,41.3177997,19.44820797
AL,Albania,Shkodër,Shkoder,122006,42.06845156,19.51884965
AL,Albania,Durrës,Tirana,658318,41.32754071,19.81888301
DZ,Algeria,Jijel,Jijel,148000,36.82199703,5.76600356
DZ,Algeria,Tizi Ouzou,Tizi-Ouzou,144000,36.80000111,4.033332556
DZ,Algeria,Bordj Bou Arréridj,Bordj Bou Arreridj,134500,36.05900401,4.629996466
DZ,Algeria,M'Sila,M'sila,125000,35.7000031,4.545000584
DZ,Algeria,Guelma,Guelma,123590,36.46600213,7.427997486
DZ,Algeria,Oum el Bouaghi,Oum el Bouaghi,100821,35.84999715,7.149996522
DZ,Algeria,Adrar,Timimoun,26568,29.23652163,0.269998737
DZ,Algeria,Sidi Bel Abbès,Sidi bel Abbes,200186.5,35.19034426,-0.639971559
DZ,Algeria,Tlemcen,Tlimcen,181059,34.89041424,-1.32000757
DZ,Algeria,Béchar,Beni Ounif,5628,32.04926984,-1.251381268
DZ,Algeria,Béchar,Abadla,14364,31.01708478,-2.733306317
DZ,Algeria,Naâma,Sefra,51118,32.76041506,-0.579949383
DZ,Algeria,Skikda,Skikda,193941.5,36.88042198,6.899981647
DZ,Algeria,Illizi,Djanet,666,24.5529057,9.482252969
DZ,Algeria,Illizi,I-n-Amenas,216,28.0503408,9.550000772
DZ,Algeria,Tamanghasset,In Amguel,3030,23.69394004,5.164738727
DZ,Algeria,El Bayadh,El Bayadh,67413,33.6903583,1.009953571
DZ,Algeria,Biskra,El Oued,177497,33.37040367,6.859984089
DZ,Algeria,Ouargla,Hassi Messaoud,18124,31.70234011,6.054451862
DZ,Algeria,Chlef,Chlef,449167,36.17041363,1.319960489
DZ,Algeria,Mascara,Mascara,108230,35.40040895,0.14003251
DZ,Algeria,Mostaganem,Mostaganem,159177,35.940376,0.089983885
DZ,Algeria,Saïda,Saida,134855,34.84039146,0.14003251
DZ,Algeria,Tiaret,Tiarat,184195,35.38043601,1.319960489
DZ,Algeria,Béjaïa,Bejaia,274520,36.76037762,5.070015827
DZ,Algeria,Blida,Blida,388174,36.4203467,2.829997517
DZ,Algeria,Bouira,Bouira,110144,36.38047833,3.900009724
DZ,Algeria,Médéa,Medea,145863.5,36.27040753,2.770001179
DZ,Algeria,Souk Ahras,Souk Ahras,134947,36.29038047,7.949995075
DZ,Algeria,Tébessa,Tebessa,171742,35.41043418,8.120010537
DZ,Algeria,Adrar,Adrar,56910,27.86999005,-0.289967083
DZ,Algeria,Adrar,Reggane,22351.5,26.69998395,0.166645873
DZ,Algeria,Béchar,Bechar,142415.5,31.61110537,-2.230003704
DZ,Algeria,Tindouf,Tindouf,18270,27.67418805,-8.147782025
DZ,Algeria,Illizi,Illizi,7293,26.48335634,8.466604369
DZ,Algeria,Tamanghasset,Arak,423251,25.2799931,3.749993041
DZ,Algeria,Tamanghasset,I-n-Salah,28632,27.21664492,2.466608845
DZ,Algeria,Ghardaïa,El Golea,32049,30.56662132,2.883327595
DZ,Algeria,Laghouat,Laghouat,108279,33.80998924,2.880020303
DZ,Algeria,Ouargla,Touggourt,91499,33.0999809,6.05998124
DZ,Algeria,Ouargla,Ouargla,176271,31.96997235,5.340025186
DZ,Algeria,Biskra,Biskra,202103,34.85997683,5.73002722
DZ,Algeria,Djelfa,Djelfa,170901,34.67998781,3.250023558
DZ,Algeria,Sétif,Setif,274744,36.18002545,5.399969847
DZ,Algeria,Batna,Batna,269467,35.56995933,6.170000365
DZ,Algeria,Annaba,Annaba,355047,36.92000612,7.759980834
DZ,Algeria,Constantine,Constantine,527638,36.35998863,6.599948281
DZ,Algeria,Oran,Oran,721992,35.71000246,-0.61997278
DZ,Algeria,Tamanghasset,Tamanrasset,71808,22.78500327,5.522804727
DZ,Algeria,Ghardaïa,Ghardaia,125480,32.48999229,3.669997923
DZ,Algeria,Alger,Algiers,2665831.5,36.7630648,3.05055253
AS,American Samoa,,Pago Pago,12038,-14.2766105,-170.7066451
AD,Andorra,,Andorra,38127,42.50000144,1.516485961
AO,Angola,Cuando Cubango,Mucusso,100,-18.01953449,21.42999914
AO,Angola,Lunda Norte,Lucapa,25578,-8.419603659,20.74001542
AO,Angola,Lunda Norte,Capenda-Camulemba,79842.5,-9.4195943,18.43002722
AO,Angola,Lunda Sul,Saurimo,40907,-9.659579652,20.39001094
AO,Angola,Lunda Sul,Muconda,2324,-10.59962563,21.31998002
AO,Angola,Lunda Sul,Cacolo,984,-10.14962726,19.2600024
AO,Angola,Bengo,Caxito,15665.5,-8.579542217,13.65998246
AO,Angola,Cuanza Norte,Camabatela,12731,-8.189591859,15.37000728
AO,Angola,Cuanza Norte,Ndalatando,8144,-9.299549948,14.90998368
AO,Angola,Cuanza Sul,Quibala,5248.5,-10.72959186,14.97995357
AO,Angola,Cuanza Sul,Calulo,795,-9.999610577,14.90001013
AO,Angola,Cuanza Sul,Waku Kungo,11519.5,-11.35952757,15.1199967
AO,Angola,Uíge,Songo,10579,-7.349591452,14.84998734
AO,Angola,Zaire,Mbanza-Congo,42201,-6.269605694,14.23999874
AO,Angola,Zaire,Nzeto,19705.5,-7.229598776,12.86003129
AO,Angola,Zaire,Soyo,65329,-6.129614239,12.36998368
AO,Angola,Cabinda,Cabinda,78905.5,-5.55962319,12.18999467
AO,Angola,Bié,Calucinga,531,-11.31958169,16.19998246
AO,Angola,Bié,Camacupa,19489,-12.01959064,17.46998246
AO,Angola,Benguela,Cubal,4837,-13.03958006,14.23999874
AO,Angola,Cuando Cubango,Mavinga,30000,-15.7895414,20.36003861
AO,Angola,Cuando Cubango,Cuito Caunavale,149,-15.15960569,19.16998205
AO,Angola,Cuando Cubango,Luiana,150,-17.36954832,22.99998083
AO,Angola,Cunene,Ondjiva,8748,-17.06961831,15.73003699
AO,Angola,Cunene,Chitado,468.5,-17.31962889,13.92001827
AO,Angola,Huíla,Chibemba,1502,-15.74959552,14.0800085
AO,Angola,Huíla,Chibia,1411,-15.1896297,13.69000647
AO,Angola,Huíla,Quipungo,186,-14.82954832,14.55000565
AO,Angola,Moxico,Luau,9964,-10.7095414,22.23000199
AO,Angola,Moxico,Cangamba,1307,-13.69959145,19.86001745
AO,Angola,Moxico,Lumbala Nguimbo,25,-14.09961871,21.44002437
AO,Angola,Moxico,Cazombo,298,-11.88957273,22.90003861
AO,Angola,Lunda Norte,Dundo,11985,-7.380028871,20.82998409
AO,Angola,Bengo,Ambriz,17000,-7.85498696,13.12502803
AO,Angola,Cuanza Norte,Dondo,2353,-9.690017071,14.43001298
AO,Angola,Cuanza Sul,Sumbe,29638.5,-11.21002765,13.8499967
AO,Angola,Uíge,Uige,56787.5,-7.620014222,15.04997514
AO,Angola,Bié,Kuito,113955,-12.38003375,16.93998897
AO,Angola,Benguela,Lobito,170733,-12.37000853,13.54123002
AO,Angola,Cunene,Xangongo,447,-16.74002602,14.96998002
AO,Angola,Moxico,Luena,17276.5,-11.79004393,19.90001501
AO,Angola,Namibe,Tombua,40000,-15.80003172,11.85998897
AO,Angola,Malanje,Malanje,106451,-9.540000388,16.34002559
AO,Angola,Benguela,Benguela,142017,-12.57826455,13.40723303
AO,Angola,Huíla,Lubango,114086.5,-14.91000853,13.49001868
AO,Angola,Namibe,Namibe,128130.5,-15.19004311,12.16002234
AO,Angola,Cuando Cubango,Menongue,13030,-14.66661253,17.69999426
AO,Angola,Huambo,Huambo,986000,-12.74998533,15.76000932
AO,Angola,Luanda,Luanda,3562086,-8.838286114,13.23442704
AQ,Antarctica,,Artigas Base,34.5,-62.17388669,-58.86386407
AQ,Antarctica,,Capitan Arturo Prat Station,41,-62.49950682,-59.68331852
AQ,Antarctica,,Vicecomodoro Marambio Station,102.5,-64.23288939,-56.6500153
AQ,Antarctica,,Terra Nova Bay,60,-74.61919259,164.2190271
AQ,Antarctica,,Rothera Station,76,-67.5647756,-68.12354055
AQ,Antarctica,,Palmer Station,30.5,-64.76241335,-64.0468756
AQ,Antarctica,,Teniente Rodolfo Marsh Station,115,-62.18274357,-58.90765233
AQ,Antarctica,,Teniente Jubany Station,40,-62.22414386,-58.65047599
AQ,Antarctica,,King Sejong Station,53.5,-62.2248534,-58.77159876
AQ,Antarctica,,Great Wall Station,26,-62.21631997,-58.9666956
AQ,Antarctica,,Escudero Station,20,-62.19496251,-58.95266582
AQ,Antarctica,,"Elephant Island, South Shetland Islands",3,-61.99958901,-57.99998458
AQ,Antarctica,,Scott Base,49.5,-77.84693819,166.7491023
AQ,Antarctica,,McMurdo Station,600,-77.73228239,166.8694157
AQ,Antarctica,,Zhongshan Station,42.5,-69.43406299,76.33929808
AQ,Antarctica,,Vostok,19,-78.46628416,106.8000337
AQ,Antarctica,,Peter I Island,0.5,-68.83286701,90.49999508
AQ,Antarctica,,Mirny Station,114.5,-66.57552952,93.00628846
AQ,Antarctica,,Mawson Station,40,-67.61452032,62.87500073
AQ,Antarctica,,Davis Station,45,-68.77767439,78.14073509
AQ,Antarctica,,Concordia Research Station,15,-74.66630939,124.1670357
AQ,Antarctica,,Casey Station,125,-66.28608614,110.536214
AQ,Antarctica,,Amundsen–Scott South Pole Station,125,-89.98289386,139.2669926
AQ,Antarctica,,Wasa Station,5,-73.0496122,-13.41671106
AQ,Antarctica,,Troll Station,25.5,-72.01629026,2.533323119
AQ,Antarctica,,Svea Station,5,-74.58290363,-11.21669031
AQ,Antarctica,,Novolazarevskaya Station,35,-71.30123475,-11.8502129
AQ,Antarctica,,Neumayer,40,-70.89039668,-7.838438004
AQ,Antarctica,,Maitri Station,33,-70.7821796,11.7304584
AQ,Antarctica,,Halley Station,43,-76.09226319,-26.4741567
AQ,Antarctica,,General Belgrano Station,57,-77.86632078,-34.61668319
AQ,Antarctica,,Doctor Sobral,20,-81.17908472,-40.50153152
AQ,Antarctica,,Aboa Station,15,-75.04959349,-13.41671106
AQ,Antarctica,,San Martín Station,19,-68.1163216,-67.0999976
AQ,Antarctica,,General Bernado O'Higgins Station,30,-63.32841823,-57.88959352
AQ,Antarctica,,Esperanza Station,152.5,-63.37532865,-57.02590151
AQ,Antarctica,,Orcadas Station,29.5,-60.7328963,-44.73330082
AQ,Antarctica,,Signy Island,4,-60.63130815,-45.60070332
AQ,Antarctica,,Dumont d'Urville Station,75,-66.77505091,139.9636836
AQ,Antarctica,,Showa Station,50,-69.03039249,39.7460831
AG,Antigua and Barbuda,,Saint John's,29862.5,17.11803652,-61.85003382
AR,Argentina,Santa Cruz,28 de Noviembre,5300,-51.65003986,-72.30001612
AR,Argentina,Santa Cruz,Gobernador Gregores,2519,-48.76659829,-70.25001205
AR,Argentina,Santa Cruz,Comondante Luis Piedrabuena,410,-49.97454865,-68.90347273
AR,Argentina,Chubut,Paso Rio Mayo,1825,-45.68337563,-70.26657434
AR,Argentina,Chubut,Alto Rio Sanguer,1548,-45.03328611,-70.83328394
AR,Argentina,Chubut,El Maiten,4269,-42.05000568,-71.16662276
AR,Argentina,Chubut,Puerto Madryn,61159,-42.77001341,-65.04001998
AR,Argentina,Chubut,Trelew,93128.5,-43.25003579,-65.3299506
AR,Argentina,Mendoza,Las Heras,66663,-32.82503904,-68.80167668
AR,Argentina,Mendoza,San Martin,99974,-33.06998533,-68.49001612
AR,Argentina,Mendoza,Uspallata,2390,-32.59311522,-69.34598454
AR,Argentina,Neuquén,Cutral Co,47597,-38.94001463,-69.24002202
AR,Argentina,Ciudad de Buenos Aires,Punta Alta,55969.5,-38.87996662,-62.0799681
AR,Argentina,Ciudad de Buenos Aires,San Nicolas,117123.5,-33.33002114,-60.24000289
AR,Argentina,Ciudad de Buenos Aires,Campana,77149.5,-34.15999632,-58.95997766
AR,Argentina,Ciudad de Buenos Aires,Chacabuco,26645,-34.65004393,-60.48998763
AR,Argentina,Ciudad de Buenos Aires,Mercedes,48408.5,-34.66001748,-59.44002588
AR,Argentina,Ciudad de Buenos Aires,Lincoln,19924,-34.88000405,-61.53994938
AR,Argentina,Ciudad de Buenos Aires,Chivilcoy,43719,-34.89995115,-60.03998926
AR,Argentina,Ciudad de Buenos Aires,Veinticinco de Mayo,18749,-35.42999632,-60.17998071
AR,Argentina,Ciudad de Buenos Aires,Nueve de Julio,26716,-35.44596434,-60.88998906
AR,Argentina,Ciudad de Buenos Aires,Dolores,21586.5,-36.33004474,-57.68997766
AR,Argentina,Ciudad de Buenos Aires,Pedro Luro,7100,-39.48334064,-62.68331629
AR,Argentina,Ciudad de Buenos Aires,Tres Arroyos,34773.5,-38.3699719,-60.26994938
AR,Argentina,Ciudad de Buenos Aires,Coronel Suarez,20713,-37.46661619,-61.9166189
AR,Argentina,Ciudad de Buenos Aires,Balcarce,18967,-37.83331216,-58.24999516
AR,Argentina,Río Negro,25 de Mayo,17430,-37.80003253,-67.68329533
AR,Argentina,Río Negro,General Roca,38578,-39.01995807,-67.60996647
AR,Argentina,Río Negro,Comallo,741,-41.03332355,-70.26657434
AR,Argentina,Río Negro,Ingeniero Jacobacci,5719,-41.30002562,-69.58330855
AR,Argentina,Río Negro,General Conesa,2958,-40.10004718,-64.43328699
AR,Argentina,Río Negro,Choele Choel,9895.5,-39.26660968,-65.68331405
AR,Argentina,Córdoba,San Francisco,43231,-31.43003375,-62.08996749
AR,Argentina,Córdoba,Alta Gracia,30593,-31.65999388,-64.4299797
AR,Argentina,Córdoba,Villa Maria,76701,-32.41002562,-63.26002527
AR,Argentina,Córdoba,Bell Ville,29605,-32.60003986,-62.67995732
AR,Argentina,Córdoba,Villa Rumipal,1269,-32.18332111,-64.48328394
AR,Argentina,Córdoba,Villa Carlos Paz,60256,-31.42000853,-64.50000126
AR,Argentina,Catamarca,Chumbicha,2572,-28.86662433,-66.23330632
AR,Argentina,Catamarca,Tinogasta,587,-28.06662148,-67.56658411
AR,Argentina,Jujuy,Abra Pampa,4480,-22.7166638,-65.6999797
AR,Argentina,Jujuy,Humahuaca,11369,-23.19999347,-65.34994938
AR,Argentina,Jujuy,Susques,1093,-23.41667275,-66.4833169
AR,Argentina,La Rioja,Chepes,6020,-31.34998696,-66.5999506
AR,Argentina,Salta,Yacuiba,64811,-22.03003904,-63.69999841
AR,Argentina,Salta,Tartagal,59996.5,-22.55000731,-63.81001754
AR,Argentina,Salta,Joaquin V. Gonzalez,13376,-25.08334105,-64.18335392
AR,Argentina,Salta,General Guemes,19828,-24.6666223,-65.04996769
AR,Argentina,Tucumán,Trancas,1599,-26.21665688,-65.28331262
AR,Argentina,Chaco,Presidencia Roque Saenz Pena,75958,-26.7900069,-60.45001591
AR,Argentina,Chaco,Pampa del Infierno,2921,-26.51658689,-61.16658716
AR,Argentina,Chaco,Villa Angela,30051,-27.58329181,-60.7166663
AR,Argentina,Formosa,Ingeniero Guillermo N. Juarez,6453,-23.90000242,-61.84998214
AR,Argentina,Formosa,Comandante Fontana,4277,-25.33329995,-59.68331852
AR,Argentina,Formosa,Doctor Pedro P. Pena,6143,-22.47998574,-62.29998051
AR,Argentina,Corrientes,San Lorenzo,25833.5,-28.12000324,-58.76998926
AR,Argentina,Corrientes,Corrientes,339945,-27.48996417,-58.80998682
AR,Argentina,Entre Ríos,Concepcion del Uruguay,48275,-32.47999551,-58.23999577
AR,Argentina,Entre Ríos,Victoria,20032.5,-32.61001341,-60.17998071
AR,Argentina,Entre Ríos,Gualeguay,25913,-33.15003213,-59.34000615
AR,Argentina,Entre Ríos,Parana,226852,-31.73332273,-60.53334416
AR,Argentina,Santa Fe,Villa Constitucion,30282.5,-33.23002724,-60.35002202
AR,Argentina,Santa Fe,Rafaela,69649,-31.25004474,-61.49997766
AR,Argentina,Misiones,Eldorado,17365,-26.20001707,-54.59998539
AR,Argentina,San Juan,Rodeo,701,-30.21558592,-69.1399506
AR,Argentina,Chubut,Las Plumas,605,-43.41627887,-67.24998845
AR,Argentina,Chubut,Gastre,557,-42.28296303,-69.23330408
AR,Argentina,Chubut,Telsen,493,-42.39959674,-66.95000676
AR,Argentina,Mendoza,Malargue,11847,-35.46611815,-69.58330855
AR,Argentina,Mendoza,Tunuyan,22834,-33.56618244,-69.01667647
AR,Argentina,Mendoza,La Paz,4400,-33.46613686,-67.54999597
AR,Argentina,Neuquén,Chos Malal,8556,-37.38295205,-70.26657434
AR,Argentina,Neuquén,Las Lajas,1218,-38.51626788,-70.36659408
AR,Argentina,Ciudad de Buenos Aires,Zarate,86192,-34.08956134,-59.04002446
AR,Argentina,Ciudad de Buenos Aires,Carhue,7190,-37.1828609,-62.73331323
AR,Argentina,Ciudad de Buenos Aires,Darregueira,3412,-37.69957355,-63.16659428
AR,Argentina,Ciudad de Buenos Aires,Juarez,10609,-37.66551878,-59.80002975
AR,Argentina,Ciudad de Buenos Aires,Mar de Ajo,13610,-36.71622272,-56.67660283
AR,Argentina,Ciudad de Buenos Aires,Lobos,18278,-35.184895,-59.09467228
AR,Argentina,Ciudad de Buenos Aires,Chascomus,21054,-35.56621539,-58.01662439
AR,Argentina,Ciudad de Buenos Aires,Junin,66141.5,-34.58456989,-60.95887374
AR,Argentina,Ciudad de Buenos Aires,La Plata,440388.5,-34.90961465,-57.95996118
AR,Argentina,Ciudad de Buenos Aires,Pergamino,71448,-33.89959878,-60.56998275
AR,Argentina,Ciudad de Buenos Aires,Lujan,69744.5,-34.57960895,-59.10999435
AR,Argentina,Ciudad de Buenos Aires,Azul,43407.5,-36.7796297,-59.86999964
AR,Argentina,Ciudad de Buenos Aires,Villalonga,2838,-39.88285114,-62.58332239
AR,Argentina,La Pampa,Victorica,4458,-36.21625324,-65.45002079
AR,Argentina,La Pampa,General Pico,46483,-35.65959471,-63.77001998
AR,Argentina,Río Negro,San Antonio Oeste,8492,-40.73287677,-64.93328231
AR,Argentina,Río Negro,Sierra Colorado,1522,-40.58286009,-67.79998071
AR,Argentina,San Luis,Mercedes,49345,-33.68958576,-65.4699679
AR,Argentina,Córdoba,Rio Tercero,38049.5,-32.1796004,-64.12002446
AR,Argentina,Catamarca,Belen,11359,-27.64959267,-67.03328333
AR,Argentina,Jujuy,Rinconada,6209.5,-22.43290851,-66.16659204
AR,Argentina,Jujuy,San Pedro,55249,-24.21962116,-64.87000452
AR,Argentina,Jujuy,Libertador General San Martin,47559,-23.81954222,-64.78998356
AR,Argentina,La Rioja,Chilecito,20343,-29.16552081,-67.49999903
AR,Argentina,La Rioja,Chamical,8989,-30.34958291,-66.3166604
AR,Argentina,Salta,Los Blancos,1145,-23.59960732,-62.60003972
AR,Argentina,Salta,Cafayate,9478,-26.08291828,-65.96660425
AR,Argentina,Salta,Cerrillos,11498,-24.89963133,-65.48330042
AR,Argentina,Salta,San Antonio de los Cobres,4000,-24.18293089,-66.35001754
AR,Argentina,Santiago del Estero,Anatuya,14133,-28.46613198,-62.83330713
AR,Argentina,Santiago del Estero,Frias,13594,-28.64958331,-65.14998743
AR,Argentina,Santiago del Estero,Monte Quemado,11387,-25.79962807,-62.86658675
AR,Argentina,Chaco,Juan Jose Castelli,9421,-25.9495414,-60.61664657
AR,Argentina,Chaco,Charata,18297,-27.21628579,-61.19999597
AR,Argentina,Formosa,Las Lomitas,7683,-24.69959186,-60.60000676
AR,Argentina,Corrientes,Mercedes,22872.5,-29.1795768,-58.0799797
AR,Argentina,Entre Ríos,Concordia,132760.5,-31.38957111,-58.02998275
AR,Argentina,Santa Fe,Sunchales,12655,-30.93290648,-61.56661442
AR,Argentina,Santa Fe,San Justo,9607,-30.78288979,-60.58328943
AR,Argentina,Santa Fe,Vera,9979,-29.4661743,-60.21659347
AR,Argentina,Santa Fe,Reconquista,86640.5,-29.13952757,-59.65001306
AR,Argentina,Santa Fe,Venado Tuerto,52079,-33.74958209,-61.97000065
AR,Argentina,Chubut,Esquel,20048,-42.90003131,-71.31661361
AR,Argentina,Neuquén,Zapala,19152,-38.90001707,-70.06666406
AR,Argentina,Ciudad de Buenos Aires,Olavarria,65059,-36.90003579,-60.3299974
AR,Argentina,Ciudad de Buenos Aires,Tandil,84799.5,-37.32001015,-59.15004358
AR,Argentina,Ciudad de Buenos Aires,Viedma,54031,-40.79995278,-63.0000153
AR,Argentina,San Luis,San Luis,308146,-33.29999713,-66.35001754
AR,Argentina,Córdoba,Rio Cuarto,135959.5,-33.13003335,-64.34998458
AR,Argentina,Jujuy,San Salvador de Jujuy,258739,-24.1833443,-65.30002995
AR,Argentina,Salta,San Ramon de la Nueva Oran,69461.5,-23.13999713,-64.32001225
AR,Argentina,Corrientes,Goya,71274.5,-29.13999266,-59.26998458
AR,Argentina,Santa Cruz,Puerto San Julian,2347,-49.30000242,-67.71665247
AR,Argentina,Santa Cruz,Perito Moreno,3766,-46.60001219,-70.93335535
AR,Argentina,Tierra del Fuego,Rio Grande,31095,-53.79144552,-67.6989952
AR,Argentina,Tierra del Fuego,Ushuaia,50483.5,-54.79000324,-68.31000126
AR,Argentina,Chubut,Sarmiento,5185,-45.60002155,-69.08331323
AR,Argentina,Mendoza,San Rafael,79523.5,-34.60002114,-68.33333317
AR,Argentina,Ciudad de Buenos Aires,Necochea,70562,-38.55998615,-58.74999048
AR,Argentina,La Pampa,Rio Colorado,11499,-38.96657632,-64.08328251
AR,Argentina,Catamarca,Catamarca,162586,-28.47000771,-65.78000065
AR,Argentina,La Rioja,La Rioja,147130,-29.40995034,-66.84996118
AR,Argentina,Santiago del Estero,Santiago del Estero,317549.5,-27.78333128,-64.26665633
AR,Argentina,Chaco,Resistencia,368455.5,-27.45999184,-58.99002751
AR,Argentina,Entre Ríos,Gualeguaychu,55860.5,-33.02001422,-58.52000452
AR,Argentina,Santa Cruz,El Calafate,6329,-50.33332436,-72.30001612
AR,Argentina,San Juan,San Juan,433892,-31.55002643,-68.51998845
AR,Argentina,Chubut,Rawson,25062.5,-43.3000069,-65.09999048
AR,Argentina,Neuquén,Neuquen,213823.5,-38.95003986,-68.05999068
AR,Argentina,La Pampa,Santa Rosa,97693.5,-36.6200012,-64.29998763
AR,Argentina,Río Negro,San Carlos de Bariloche,91953,-41.14995726,-71.29999964
AR,Argentina,Salta,Salta,484646,-24.78335936,-65.41663782
AR,Argentina,Tucumán,San Miguel de Tucuman,678803.5,-26.81600014,-65.21662419
AR,Argentina,Formosa,Formosa,202272,-26.17283527,-58.1828158
AR,Argentina,Santa Fe,Santa Fe,393504,-31.62387205,-60.69000126
AR,Argentina,Santa Fe,Rosario,1094784.5,-32.95112954,-60.66630762
AR,Argentina,Santa Cruz,Puerto Deseado,3305,-47.75001951,-65.89996749
AR,Argentina,Santa Cruz,Rio Gallegos,77183,-51.63329669,-69.21658675
AR,Argentina,Chubut,Comodoro Rivadavia,123291,-45.87003091,-67.49999903
AR,Argentina,Mendoza,Mendoza,827815,-32.88333006,-68.81661117
AR,Argentina,Ciudad de Buenos Aires,Bahia Blanca,279041,-38.74002684,-62.2650214
AR,Argentina,Ciudad de Buenos Aires,Mar del Plata,554916,-38.00002033,-57.57998438
AR,Argentina,Córdoba,Cordoba,1374467.5,-31.39995807,-64.18229456
AR,Argentina,Misiones,Posadas,334589.5,-27.3578321,-55.88510735
AR,Argentina,Ciudad de Buenos Aires,Buenos Aires,11862073,-34.60250161,-58.39753137
AM,Armenia,Aragatsotn,Ashtarak,18779,40.3016667,44.3591667
AM,Armenia,Tavush,Ijevan,14737,40.8755556,45.1491667
AM,Armenia,Ararat,Artashat,20562,39.9538889,44.5505556
AM,Armenia,Gegharkunik,Gavarr,21680,40.3588889,45.1266667
AM,Armenia,Vayots Dzor,Yeghegnadzor,8200,39.7611111,45.3333333
AM,Armenia,Shirak,Gyumri,140277.5,40.78943402,43.84749385
AM,Armenia,Lori,Vanadzor,89295,40.81276593,44.48828162
AM,Armenia,Erevan,Yerevan,1097742.5,40.18115074,44.51355139
